X,Y,Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-79.3537521,43.6636772,779,3355708,2010,D55,Stabbing,2010-10-27T04:00:00.000Z,70,South Riverdale (70),43.6636772,-79.3537521,186
-79.4145813,43.7717056,780,3911901,2010,D32,Shooting,2010-11-17T05:00:00.000Z,37,Willowdale West (37),43.7717056,-79.4145813,187
-79.3530273,43.7873497,781,3929126,2010,D33,Shooting,2010-11-20T05:00:00.000Z,47,Don Valley Village (47),43.7873497,-79.3530273,188
-79.5034027,43.7410774,782,3988019,2010,D31,Shooting,2010-11-22T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7410774,-79.5034027,189
-79.232025100000016,43.7593193,783,3904746,2010,D43,Shooting,2010-11-24T05:00:00.000Z,137,Woburn (137),43.7593193,-79.2320251,190
-79.3917923,43.644748699999987,784,3845292,2010,D52,Other,2010-11-27T05:00:00.000Z,77,Waterfront Communities-The Island (77),43.6447487,-79.3917923,191
-79.3581619,43.6612015,785,3878370,2010,D51,Shooting,2010-11-29T05:00:00.000Z,72,Regent Park (72),43.6612015,-79.3581619,192
-79.300155600000011,43.6839523,786,4003542,2010,D55,Other,2010-12-02T05:00:00.000Z,62,East End-Danforth (62),43.6839523,-79.3001556,193
-79.4937515,43.6716728,787,4016091,2010,D12,Shooting,2010-12-25T05:00:00.000Z,111,Rockcliffe-Smythe (111),43.6716728,-79.4937515,194
-79.3683014,43.66505810000001,788,3561930,2010,D51,Other,2010-08-08T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6650581,-79.3683014,195
-79.4901657,43.6964302,789,3912797,2010,D12,Other,2010-09-12T04:00:00.000Z,30,Brookhaven-Amesbury (30),43.6964302,-79.4901657,196
-79.2067871,43.766803699999983,790,3801763,2010,D43,Other,2010-05-25T04:00:00.000Z,135,Morningside (135),43.7668037,-79.2067871,197
-79.4946518,43.7777214,791,4821260,2013,D31,Stabbing,2013-01-01T05:00:00.000Z,27,York University Heights (27),43.7777214,-79.4946518,198
-79.3590775,43.6603432,792,4842775,2013,D51,Shooting,2013-01-18T05:00:00.000Z,72,Regent Park (72),43.6603432,-79.3590775,199
-79.5684357,43.6757164,793,4724330,2013,D23,Other,2013-01-19T05:00:00.000Z,7,Willowridge-Martingrove-Richview (7),43.6757164,-79.5684357,200
-79.3813705,43.6574173,294,1148137,2005,D52,Shooting,2005-07-31T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6574173,-79.3813705,201
-79.5826111,43.7339706,295,1041793,2005,D23,Shooting,2005-08-03T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,202
-79.3331299,43.7981796,296,1102449,2005,D42,Shooting,2005-08-05T04:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,203
-79.3755188,43.665741,297,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,204
-79.3755188,43.665741,298,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,205
-79.520591700000011,43.6958237,299,985817,2005,D23,Shooting,2005-08-13T04:00:00.000Z,8,Humber Heights-Westmount (8),43.6958237,-79.5205917,206
-79.3746796,43.667095199999977,300,1156816,2005,D51,Shooting,2005-08-15T04:00:00.000Z,74,North St.James Town (74),43.6670952,-79.3746796,207
-79.334953299999981,43.7187347,301,1072514,2005,D54,Shooting,2005-08-16T04:00:00.000Z,44,Flemingdon Park (44),43.7187347,-79.3349533,208
-79.2666245,43.7581253,302,117846,2005,D41,Other,2005-08-18T04:00:00.000Z,127,Bendale (127),43.7581253,-79.2666245,209
-79.5074844,43.603004499999983,303,1183577,2005,D22,Other,2005-08-20T04:00:00.000Z,18,New Toronto (18),43.6030045,-79.5074844,210
-79.2205582,43.742836,304,1189864,2005,D42,Shooting,2005-08-25T04:00:00.000Z,139,Scarborough Village (139),43.742836,-79.2205582,211
-79.50952150000002,43.7391281,305,761120,2005,D31,Shooting,2005-08-30T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7391281,-79.5095215,212
-79.3701248,43.6561661,306,1178414,2005,D51,Other,2005-08-31T04:00:00.000Z,73,Moss Park (73),43.6561661,-79.3701248,213
-79.3436584,43.7402763,307,1389771,2005,D33,Stabbing,2005-09-06T04:00:00.000Z,42,Banbury-Don Mills (42),43.7402763,-79.3436584,214
-79.5022736,43.7049217,308,1101797,2005,D31,Shooting,2005-09-08T04:00:00.000Z,28,Rustic (28),43.7049217,-79.5022736,215
-79.3992004,43.635238599999987,309,739598,2005,D14,Shooting,2005-09-09T04:00:00.000Z,82,Niagara (82),43.6352386,-79.3992004,216
-79.5147705,43.7672119,310,1096519,2005,D31,Shooting,2005-09-10T04:00:00.000Z,24,Black Creek (24),43.7672119,-79.5147705,217
-79.516342199999983,43.7518959,311,1203047,2005,D31,Shooting,2005-09-13T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518959,-79.5163422,218
-79.4347229,43.6374626,312,1139553,2005,D14,Shooting,2005-09-16T04:00:00.000Z,85,South Parkdale (85),43.6374626,-79.4347229,219
-79.5493622,43.7272911,313,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,220
-79.5493622,43.7272911,314,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,221
-79.5493622,43.7272911,315,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,222
-79.335266100000013,43.6945457,316,1228892,2005,D54,Other,2005-09-22T04:00:00.000Z,58,Old East York (58),43.6945457,-79.3352661,223
-79.1626282,43.7703972,317,1141576,2005,D42,Stabbing,2005-10-01T04:00:00.000Z,136,West Hill (136),43.7703972,-79.1626282,224
-79.5885315,43.7386971,318,1325246,2005,D23,Shooting,2005-10-22T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7386971,-79.5885315,225
-79.5917053,43.7367744,319,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,226
-79.5917053,43.7367744,320,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,227
-79.3331299,43.7981796,321,1317338,2005,D42,Shooting,2005-11-01T05:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,228
-79.4427948,43.6973038,322,1345445,2005,D13,Shooting,2005-11-09T05:00:00.000Z,108,Briar Hill-Belgravia (108),43.6973038,-79.4427948,229
-79.4065704,43.7565041,323,1356083,2005,D32,Stabbing,2005-11-12T05:00:00.000Z,51,Willowdale East (51),43.7565041,-79.4065704,230
-79.4636307,43.6807251,324,1322417,2005,D12,Shooting,2005-11-14T05:00:00.000Z,91,Weston-Pellam Park (91),43.6807251,-79.4636307,231
-79.5933151,43.741787,325,1258191,2005,D23,Shooting,2005-11-18T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.741787,-79.5933151,232
-79.3015747,43.7153091,326,1293148,2005,D54,Other,2005-11-02T05:00:00.000Z,54,O'Connor-Parkview (54),43.7153091,-79.3015747,233
-79.2779083,43.7454643,327,1337264,2005,D41,Stabbing,2005-11-26T05:00:00.000Z,126,Dorset Park (126),43.7454643,-79.2779083,234
-79.448684699999987,43.6595802,328,1428567,2005,D11,Shooting,2005-11-29T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6595802,-79.4486847,235
-79.5214233,43.7732086,329,812174,2005,D31,Other,2005-01-26T05:00:00.000Z,24,Black Creek (24),43.7732086,-79.5214233,236
-79.5438232,43.7729378,330,1440086,2005,D31,Shooting,2005-12-01T05:00:00.000Z,21,Humber Summit (21),43.7729378,-79.5438232,237
-79.4345169,43.641029399999987,331,1283750,2005,D14,Other,2005-11-05T05:00:00.000Z,86,Roncesvalles (86),43.6410294,-79.4345169,238
-79.426857,43.7071075,332,1439907,2005,D53,Other,2005-12-16T05:00:00.000Z,102,Forest Hill North (102),43.7071075,-79.426857,239
-79.516693099999983,43.7518578,333,1443414,2005,D31,Shooting,2005-12-23T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518578,-79.5166931,240
-79.318222,43.684524499999988,334,1229258,2005,D52,Shooting,2005-12-26T05:00:00.000Z,66,Danforth (66),43.6845245,-79.318222,241
-79.4400864,43.736110699999983,335,1158528,2005,D32,Stabbing,2005-09-19T04:00:00.000Z,33,Clanton Park (33),43.7361107,-79.4400864,242
-79.3321457,43.8072166,336,1003568,2005,D42,Other,2005-01-24T05:00:00.000Z,116,Steeles (116),43.8072166,-79.3321457,243
-79.4476852,43.6962624,337,1426456,2006,D13,Shooting,2006-01-01T05:00:00.000Z,108,Briar Hill-Belgravia (108),43.6962624,-79.4476852,244
-79.4149246,43.7351837,338,1557753,2006,D32,Other,2006-01-26T05:00:00.000Z,39,Bedford Park-Nortown (39),43.7351837,-79.4149246,245
-79.5017548,43.7450676,339,1361475,2006,D31,Shooting,2006-02-06T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7450676,-79.5017548,246
-79.3303833,43.7967033,340,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,247
-79.3303833,43.7967033,341,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,248
-79.3303833,43.7967033,342,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,249
-79.3373184,43.7165565,343,1511490,2006,D54,Stabbing,2006-02-08T05:00:00.000Z,44,Flemingdon Park (44),43.7165565,-79.3373184,250
-79.2925186,43.6928673,344,1559867,2006,D54,Other,2006-03-02T05:00:00.000Z,61,Taylor-Massey (61),43.6928673,-79.2925186,251
-79.1743927,43.7927246,345,1597252,2006,D43,Other,2006-03-04T05:00:00.000Z,134,Highland Creek (134),43.7927246,-79.1743927,252
-79.5452271,43.7478828,346,1640987,2006,D31,Shooting,2006-03-12T05:00:00.000Z,22,Humbermede (22),43.7478828,-79.5452271,253
-79.2189102,43.7431831,347,1591256,2006,D43,Shooting,2006-03-14T05:00:00.000Z,139,Scarborough Village (139),43.7431831,-79.2189102,254
-79.3737793,43.6672974,348,1479234,2006,D51,Shooting,2006-03-20T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,255
-79.4909134,43.6875725,349,1570672,2006,D12,Shooting,2006-03-27T05:00:00.000Z,115,Mount Dennis (115),43.6875725,-79.4909134,256
-79.5071945,43.7484741,350,1671071,2006,D31,Shooting,2006-03-27T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7484741,-79.5071945,257
-79.5490723,43.7506523,351,1578377,2006,D31,Other,2006-04-07T04:00:00.000Z,21,Humber Summit (21),43.7506523,-79.5490723,258
-79.4714661,43.7296066,352,1673447,2006,D31,Stabbing,2006-04-20T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7296066,-79.4714661,259
-79.3443222,43.7809792,353,1636602,2006,D33,Stabbing,2006-04-26T04:00:00.000Z,47,Don Valley Village (47),43.7809792,-79.3443222,260
-79.3285294,43.7190323,354,1473434,2006,D54,Shooting,2006-04-29T04:00:00.000Z,44,Flemingdon Park (44),43.7190323,-79.3285294,261
-79.508895899999985,43.601539599999988,355,1686110,2006,D22,Stabbing,2006-04-29T04:00:00.000Z,18,New Toronto (18),43.6015396,-79.5088959,262
-79.32363890000002,43.6833687,356,1439616,2006,D54,Stabbing,2006-05-02T04:00:00.000Z,66,Danforth (66),43.6833687,-79.3236389,263
-79.3957214,43.6522675,357,1506152,2006,D52,Stabbing,2006-05-15T04:00:00.000Z,78,Kensington-Chinatown (78),43.6522675,-79.3957214,264
-79.2937241,43.6925888,358,1714664,2006,D54,Other,2006-05-17T04:00:00.000Z,61,Taylor-Massey (61),43.6925888,-79.2937241,265
-79.4208679,43.6861954,359,1465047,2006,D13,Other,2006-05-26T04:00:00.000Z,106,Humewood-Cedarvale (106),43.6861954,-79.4208679,266
-79.215683,43.7605743,360,1630473,2006,D43,Shooting,2006-05-28T04:00:00.000Z,137,Woburn (137),43.7605743,-79.215683,267
-79.5065842,43.6956444,361,1441432,2006,D12,Shooting,2006-06-03T04:00:00.000Z,113,Weston (113),43.6956444,-79.5065842,268
-79.4860001,43.742870299999986,362,1677509,2006,D31,Stabbing,2006-06-03T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,269
-79.5023117,43.7165451,363,1433643,2006,D31,Shooting,2006-06-12T04:00:00.000Z,28,Rustic (28),43.7165451,-79.5023117,270
-79.4920197,43.68792340000001,364,1269372,2006,D12,Stabbing,2006-06-13T04:00:00.000Z,115,Mount Dennis (115),43.6879234,-79.4920197,271
-79.508155799999983,43.7190781,365,1556233,2006,D31,Stabbing,2006-06-22T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7190781,-79.5081558,272
-79.2244797,43.8025093,366,1523520,2006,D42,Shooting,2006-06-23T04:00:00.000Z,132,Malvern (132),43.8025093,-79.2244797,273
-79.3813629,43.6667061,367,1712933,2006,D51,Other,2006-06-23T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6667061,-79.3813629,274
-79.3685532,43.6472855,368,1614702,2006,D51,Shooting,2006-06-26T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6472855,-79.3685532,275
-79.474075299999981,43.6789017,369,1463143,2006,D12,Shooting,2006-07-02T04:00:00.000Z,90,Junction Area (90),43.6789017,-79.4740753,276
-79.5448608,43.600853,370,1436777,2006,D22,Shooting,2006-07-05T04:00:00.000Z,20,Alderwood (20),43.600853,-79.5448608,277
-79.3764572,43.6548309,371,1680741,2006,D51,Shooting,2006-07-11T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6548309,-79.3764572,278
-79.2264557,43.8298149,372,1789165,2006,D42,Shooting,2006-07-12T04:00:00.000Z,131,Rouge (131),43.8298149,-79.2264557,279
-79.4920197,43.68792340000001,373,1482034,2006,D12,Shooting,2006-07-12T04:00:00.000Z,115,Mount Dennis (115),43.6879234,-79.4920197,280
-79.5920868,43.7321815,374,1720929,2006,D23,Stabbing,2006-07-14T04:00:00.000Z,1,West Humber-Clairville (1),43.7321815,-79.5920868,281
-79.3106232,43.713806200000015,375,1753633,2006,D54,Stabbing,2006-07-15T04:00:00.000Z,54,O'Connor-Parkview (54),43.7138062,-79.3106232,282
-79.3106232,43.713806200000015,376,1436568,2006,D52,Shooting,2006-07-17T04:00:00.000Z,54,O'Connor-Parkview (54),43.7138062,-79.3106232,283
-79.3327179,43.6822777,377,1558823,2006,D54,Other,2006-06-02T04:00:00.000Z,66,Danforth (66),43.6822777,-79.3327179,284
-79.2155991,43.8078041,378,1436461,2006,D42,Other,2006-07-27T04:00:00.000Z,132,Malvern (132),43.8078041,-79.2155991,285
-79.4366074,43.6387367,379,1684861,2006,D11,Other,2006-08-05T04:00:00.000Z,85,South Parkdale (85),43.6387367,-79.4366074,286
-79.384895300000011,43.6585121,380,1467979,2006,D52,Stabbing,2006-09-11T04:00:00.000Z,76,Bay Street Corridor (76),43.6585121,-79.3848953,287
-79.384895300000011,43.6585121,381,1467979,2006,D52,Stabbing,2006-09-11T04:00:00.000Z,76,Bay Street Corridor (76),43.6585121,-79.3848953,288
-79.3070679,43.8006516,382,1442534,2006,D42,Shooting,2006-09-14T04:00:00.000Z,117,L'Amoreaux (117),43.8006516,-79.3070679,289
-79.2403641,43.770462,383,1825448,2006,D43,Other,2006-09-17T04:00:00.000Z,137,Woburn (137),43.770462,-79.2403641,290
-79.4291306,43.6385841,384,1873074,2006,D14,Shooting,2006-09-17T04:00:00.000Z,85,South Parkdale (85),43.6385841,-79.4291306,291
-79.3256378,43.8073692,385,1859866,2006,D42,Stabbing,2006-09-17T04:00:00.000Z,116,Steeles (116),43.8073692,-79.3256378,292
-79.2564621,43.7101784,386,1696275,2006,D41,Other,2006-09-21T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.7101784,-79.2564621,293
-79.3837357,43.662899,387,1448580,2006,D51,Other,2006-09-22T04:00:00.000Z,75,Church-Yonge Corridor (75),43.662899,-79.3837357,294
-79.569107099999982,43.7590561,388,1710058,2006,D31,Shooting,2006-09-25T04:00:00.000Z,21,Humber Summit (21),43.7590561,-79.5691071,295
-79.3044662,43.7189102,389,1905589,2006,D54,Shooting,2006-10-09T04:00:00.000Z,43,Victoria Village (43),43.7189102,-79.3044662,296
-79.3004837,43.7279434,390,1696286,2006,D41,Other,2006-10-17T04:00:00.000Z,119,Wexford/Maryvale (119),43.7279434,-79.3004837,297
-79.1943588,43.789279899999983,391,1603174,2006,D43,Stabbing,2006-10-21T04:00:00.000Z,134,Highland Creek (134),43.7892799,-79.1943588,298
-79.4962692,43.6277351,392,1877732,2006,D22,Other,2006-10-27T04:00:00.000Z,16,Stonegate-Queensway (16),43.6277351,-79.4962692,299
-79.3641586,43.6660957,393,1855834,2006,D51,Stabbing,2006-10-11T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6660957,-79.3641586,300
-79.3866196,43.6486397,394,1787320,2006,D52,Shooting,2006-10-27T04:00:00.000Z,76,Bay Street Corridor (76),43.6486397,-79.3866196,301
-79.3049393,43.7159882,395,1470621,2006,D54,Stabbing,2006-11-05T05:00:00.000Z,43,Victoria Village (43),43.7159882,-79.3049393,302
-79.3049393,43.7159882,396,1470621,2006,D54,Stabbing,2006-11-05T05:00:00.000Z,43,Victoria Village (43),43.7159882,-79.3049393,303
-79.2286911,43.809391,397,1448992,2006,D42,Shooting,2006-11-14T05:00:00.000Z,132,Malvern (132),43.809391,-79.2286911,304
-79.4844818,43.649334,398,1945800,2006,D11,Other,2006-11-25T05:00:00.000Z,89,Runnymede-Bloor West Village (89),43.649334,-79.4844818,305
-79.3939285,43.6427383,399,1796411,2006,D14,Shooting,2006-12-03T05:00:00.000Z,77,Waterfront Communities-The Island (77),43.6427383,-79.3939285,306
-79.1971359,43.796772,400,1462848,2006,D42,Other,2006-12-03T05:00:00.000Z,131,Rouge (131),43.796772,-79.1971359,307
-79.3586884,43.6624184,401,1451923,2006,D51,Other,2006-12-20T05:00:00.000Z,72,Regent Park (72),43.6624184,-79.3586884,308
-79.4273758,43.638961799999983,402,1501929,2006,D14,Shooting,2006-12-25T05:00:00.000Z,85,South Parkdale (85),43.6389618,-79.4273758,309
-79.57347110000002,43.725753800000014,403,1490523,2006,D23,Stabbing,2006-12-26T05:00:00.000Z,4,Rexdale-Kipling (4),43.7257538,-79.5734711,310
-79.518821700000018,43.7619209,404,1932560,2006,D31,Shooting,2006-12-27T05:00:00.000Z,24,Black Creek (24),43.7619209,-79.5188217,311
-79.5601501,43.647399900000011,405,1904938,2006,D22,Other,2006-10-06T04:00:00.000Z,14,Islington-City Centre West (14),43.6473999,-79.5601501,312
-79.2282181,43.7999954,406,1875060,2007,D42,Shooting,2007-01-01T05:00:00.000Z,132,Malvern (132),43.7999954,-79.2282181,313
-79.3244934,43.712368,407,1763040,2007,D54,Shooting,2007-01-11T05:00:00.000Z,44,Flemingdon Park (44),43.712368,-79.3244934,314
-79.5153656,43.6998215,408,1441479,2007,D12,Other,2007-01-11T05:00:00.000Z,113,Weston (113),43.6998215,-79.5153656,315
-79.2683182,43.782032,409,1993783,2007,D42,Shooting,2007-01-14T05:00:00.000Z,128,Agincourt South-Malvern West (128),43.782032,-79.2683182,316
-79.4777756,43.6780205,410,1492036,2007,D12,Stabbing,2007-01-20T05:00:00.000Z,111,Rockcliffe-Smythe (111),43.6780205,-79.4777756,317
-79.2279053,43.722438800000013,411,1925141,2007,D43,Shooting,2007-02-04T05:00:00.000Z,123,Cliffcrest (123),43.7224388,-79.2279053,318
-79.5132065,43.7255173,412,1896894,2007,D31,Stabbing,2007-02-14T05:00:00.000Z,26,Downsview-Roding-CFB (26),43.7255173,-79.5132065,319
-79.291465800000012,43.726997399999988,413,2061133,2007,D41,Stabbing,2007-03-09T05:00:00.000Z,119,Wexford/Maryvale (119),43.7269974,-79.2914658,320
-79.5483704,43.7487793,414,2065992,2007,D31,Shooting,2007-03-15T04:00:00.000Z,22,Humbermede (22),43.7487793,-79.5483704,321
-79.4408417,43.69265750000001,415,1564750,2007,D13,Shooting,2007-03-17T04:00:00.000Z,107,Oakwood Village (107),43.6926575,-79.4408417,322
-79.4123154,43.7804794,416,1438873,2007,D32,Other,2007-03-28T04:00:00.000Z,50,Newtonbrook East (50),43.7804794,-79.4123154,323
-79.5168915,43.7518196,417,2090220,2007,D31,Stabbing,2007-04-02T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518196,-79.5168915,324
-79.3695602,43.6681747,418,2072766,2007,D51,Shooting,2007-04-04T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6681747,-79.3695602,325
-79.5870972,43.753620100000013,419,1447527,2007,D22,Shooting,2007-04-05T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,326
-79.2262497,43.7622032,420,1606685,2007,D43,Other,2007-04-06T04:00:00.000Z,137,Woburn (137),43.7622032,-79.2262497,327
-79.4405365,43.7551231,421,2086798,2007,D32,Stabbing,2007-04-09T04:00:00.000Z,34,Bathurst Manor (34),43.7551231,-79.4405365,328
-79.3543396,43.6650505,422,1842715,2007,D43,Shooting,2007-04-12T04:00:00.000Z,68,North Riverdale (68),43.6650505,-79.3543396,329
-79.2632904,43.733337400000011,423,2003231,2007,D41,Stabbing,2007-04-13T04:00:00.000Z,125,Ionview (125),43.7333374,-79.2632904,330
-79.5276794,43.7166977,424,2178693,2007,D31,Shooting,2007-04-21T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7166977,-79.5276794,331
-79.3507462,43.6777954,425,2021610,2007,D54,Stabbing,2007-04-22T04:00:00.000Z,67,Playter Estates-Danforth (67),43.6777954,-79.3507462,332
-79.3867874,43.6702271,426,1971014,2007,D51,Other,2007-04-29T04:00:00.000Z,98,Rosedale-Moore Park (98),43.6702271,-79.3867874,333
-79.179496799999981,43.8042831,427,2198590,2007,D42,Shooting,2007-05-09T04:00:00.000Z,131,Rouge (131),43.8042831,-79.1794968,334
-79.5520859,43.7267418,428,2226769,2007,D23,Other,2007-05-14T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7267418,-79.5520859,335
-79.390197799999981,43.7084122,429,2163954,2007,D53,Shooting,2007-05-18T04:00:00.000Z,99,Mount Pleasant East (99),43.7084122,-79.3901978,336
-79.540130599999983,43.7417984,430,2044021,2007,D31,Shooting,2007-05-21T04:00:00.000Z,22,Humbermede (22),43.7417984,-79.5401306,337
-79.3495636,43.7518005,431,1902458,2007,D31,Shooting,2007-05-23T04:00:00.000Z,42,Banbury-Don Mills (42),43.7518005,-79.3495636,338
-79.4013138,43.6496735,432,2151831,2007,D14,Shooting,2007-05-20T04:00:00.000Z,78,Kensington-Chinatown (78),43.6496735,-79.4013138,339
-79.362739600000012,43.6515694,433,2226684,2007,D55,Other,2007-05-26T04:00:00.000Z,73,Moss Park (73),43.6515694,-79.3627396,340
-79.3187103,43.7599258,434,2243955,2007,D33,Stabbing,2007-06-05T04:00:00.000Z,45,Parkwoods-Donalda (45),43.7599258,-79.3187103,341
-79.5783081,43.735508,435,2066379,2007,D23,Shooting,2007-06-09T04:00:00.000Z,3,Thistletown-Beaumond Heights (3),43.735508,-79.5783081,342
-79.3980484,43.6529465,436,2055785,2007,D14,Other,2007-05-30T04:00:00.000Z,78,Kensington-Chinatown (78),43.6529465,-79.3980484,343
-79.4592743,43.6892853,437,2127704,2007,D13,Other,2007-06-17T04:00:00.000Z,109,Caledonia-Fairbank (109),43.6892853,-79.4592743,344
-79.204978899999986,43.7826042,438,2149719,2007,D43,Other,2007-05-08T04:00:00.000Z,135,Morningside (135),43.7826042,-79.2049789,345
-79.2179184,43.8228722,439,2064605,2007,D42,Stabbing,2007-06-25T04:00:00.000Z,131,Rouge (131),43.8228722,-79.2179184,346
-79.3660126,43.6594429,440,2315548,2007,D51,Stabbing,2007-06-29T04:00:00.000Z,72,Regent Park (72),43.6594429,-79.3660126,347
-79.1538544,43.7976494,441,2122523,2007,D42,Shooting,2007-07-04T04:00:00.000Z,131,Rouge (131),43.7976494,-79.1538544,348
-79.1947403,43.7620163,442,2126683,2007,D43,Stabbing,2007-07-07T04:00:00.000Z,136,West Hill (136),43.7620163,-79.1947403,349
-79.4493713,43.7208595,443,2304950,2007,D32,Shooting,2007-07-03T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7208595,-79.4493713,350
-79.2329788,43.7795486,444,2043425,2007,D43,Stabbing,2007-07-17T04:00:00.000Z,137,Woburn (137),43.7795486,-79.2329788,351
-79.4406357,43.6922646,445,2226971,2007,D13,Shooting,2007-07-21T04:00:00.000Z,107,Oakwood Village (107),43.6922646,-79.4406357,352
-79.5034027,43.7410774,446,2162156,2007,D31,Shooting,2007-07-22T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7410774,-79.5034027,353
-79.3744507,43.6688728,447,2096282,2007,D51,Shooting,2007-07-22T04:00:00.000Z,74,North St.James Town (74),43.6688728,-79.3744507,354
-79.3886795,43.648201,448,2253925,2007,D52,Shooting,2007-07-22T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.648201,-79.3886795,355
-79.2119064,43.8184433,449,2314144,2007,D42,Shooting,2007-07-28T04:00:00.000Z,131,Rouge (131),43.8184433,-79.2119064,356
-79.4645615,43.6654053,450,2133216,2007,D11,Other,2007-07-28T04:00:00.000Z,90,Junction Area (90),43.6654053,-79.4645615,357
-79.5935364,43.733776099999986,451,2177286,2007,D23,Shooting,2007-07-30T04:00:00.000Z,1,West Humber-Clairville (1),43.7337761,-79.5935364,358
-79.238357500000021,43.7388573,452,2344083,2007,D43,Stabbing,2007-07-29T04:00:00.000Z,138,Eglinton East (138),43.7388573,-79.2383575,359
-79.362335200000018,43.6629715,453,2082431,2007,D51,Shooting,2007-08-04T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6629715,-79.3623352,360
-79.4114838,43.6457024,454,2187991,2007,D14,Stabbing,2007-08-09T04:00:00.000Z,81,Trinity-Bellwoods (81),43.6457024,-79.4114838,361
-79.3466263,43.7032127,455,2383826,2007,D53,Stabbing,2007-08-22T04:00:00.000Z,55,Thorncliffe Park (55),43.7032127,-79.3466263,362
-79.555687,43.641521500000017,456,2425942,2007,D22,Stabbing,2007-02-22T05:00:00.000Z,14,Islington-City Centre West (14),43.6415215,-79.555687,363
-79.2840805,43.6939468,457,2077377,2007,D11,Shooting,2007-08-26T04:00:00.000Z,121,Oakridge (121),43.6939468,-79.2840805,364
-79.2291183,43.727985399999987,458,2421599,2007,D41,Other,2007-08-22T04:00:00.000Z,123,Cliffcrest (123),43.7279854,-79.2291183,365
-79.2834015,43.8050919,459,2442324,2007,D42,Other,2007-08-31T04:00:00.000Z,129,Agincourt North (129),43.8050919,-79.2834015,366
-79.2814407,43.7481804,460,2265196,2007,D41,Stabbing,2007-09-11T04:00:00.000Z,126,Dorset Park (126),43.7481804,-79.2814407,367
-79.4415131,43.6830559,461,2479780,2007,D13,Other,2007-09-07T04:00:00.000Z,107,Oakwood Village (107),43.6830559,-79.4415131,368
-79.520401,43.7688293,462,2426042,2007,D31,Shooting,2007-08-16T04:00:00.000Z,24,Black Creek (24),43.7688293,-79.520401,369
