REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,VALUE
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,48900
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,1270500
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,1931600
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,3188300
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,2374200
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,2348500
2015,"Montréal, Quebec","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,801700
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,750300
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,102500
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,813800
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,70400
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,263200
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,369700
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,245200
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,15200
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,203300
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Diabetes,Number of persons,68800
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Asthma,Number of persons,116900
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,18800
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,166900
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,89500
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,194300
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,127400
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,223600
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,664600
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,46700
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,49600
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,15200
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,373900
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,727300
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,1053600
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,959300
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,823200
2015,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,388700
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,92600
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,16800
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,95200
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,12000
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,38100
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,40700
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,42200
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,2600
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,31800
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,10200
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,15300
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,3600
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,26100
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,19000
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,25000
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,18400
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,30800
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,84400
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,5400
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,7300
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,39400
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,105900
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,133100
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,132500
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,111100
2015,"Kingston, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,70100
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,63500
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,11100
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,67400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,7200
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,21400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,30300
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,29600
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,28400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,7800
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,11800
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,8800
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,20100
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,12700
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,16400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,13200
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,20600
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,59400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,3200
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,3800
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,27900
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,75700
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,91400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,91400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,77400
2015,"Peterborough, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,38100
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,245200
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,42800
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,262400
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,25500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,90500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,114600
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,96400
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,5500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,86400
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,25200
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,37500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,12300
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,68900
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,52500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,67600
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,52100
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,89100
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,212100
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,17300
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,15400
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,3600
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,97800
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,249400
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,336500
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,335700
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,275300
2015,"Oshawa, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,124600
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,3211900
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,564100
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,3646000
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,313200
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,1206100
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,1584800
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,962300
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,68300
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,895000
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,402800
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,397700
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,88100
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,889500
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,332800
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,746200
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,487100
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,796200
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,2612200
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,206800
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,259300
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,81800
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,1296400
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,3451900
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,4653600
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,4592000
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,3737100
2015,"Toronto, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,1593500
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,398700
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,69800
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,455100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,44100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,141000
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,217100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,147900
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,12200
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,159700
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,45800
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,50100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,15100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,127000
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,69900
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,118000
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,81300
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,129500
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,369100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,25700
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,25100
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,164800
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,460200
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,587000
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,617800
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,468600
2015,"Hamilton, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,199600
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,227800
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,50100
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,267700
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,26900
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,78000
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,109300
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,93100
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,5000
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,103600
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,24400
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,38500
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,18200
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,67900
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,42500
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,75200
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,53600
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,75100
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,192200
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,14400
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,11100
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,91100
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,248400
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,331200
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,331900
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,269600
2015,"St. Catharines-Niagara, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,127300
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,278000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,52700
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,298400
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,34000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,95300
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,131400
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,106100
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,5000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,90300
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,28000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,44300
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,11100
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,76000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,55500
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,81700
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,61200
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,90900
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,233100
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,16800
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,17200
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,4400
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,138000
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,288100
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,387900
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,387900
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,294200
2015,"Kitchener-Cambridge-Waterloo, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,122700
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,71300
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,14400
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,77600
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,8000
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,20300
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,35400
